FID,X,Y,School_Nam,ESD,SD,County,senate_geoid,senate_district,ods_coordinator,ods_region,ods_contact,house_geoid,house_district,Participated,Lcontext_Soil,Lcontext_Timber,Lcontext_Nature,Lcontext_OR_NR,Lcontext_Student,Lcontent_STEM,Lcontent_Food,Lcontent_Sustainability,Lcontent_SocialStudies,Lcontent_Art,Lcontent_PhysEd,Lcontent_SocioEmotional,Lcontent_Careers,Lcontent_ORStudies,InsStrat_Multimodal,InsStrat_Collab,InsStrat_LearnerCntrd,InsStrat_Investigative,InsStrat_Reflective,InsStrat_Relevance,InsStrat_Interdisc,Support_HS,Support_Trained,Support_NR,Support_CommOrg,Instruction_HS,Instruction_Trained,Instruction_NR,Instruction_CommOrg,Underresource_Rural,Underresource_LowSES,Underresource_AIAN,Underresource_Asian,Underresource_PI,Underresource_Black,Underresource_Latinx,Underresource_MENA,Underresource_LGBTQ,,,
866,-123.3054047,43.39148728,Sutherlin Valley Online Academy,Douglas,Sutherlin SD 130,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,-122.7877284,44.43137276,Sweet Home Charter School,Linn Benton Lincoln,Sweet Home SD 55,Linn,41006,State Senate District 6,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41011,State House District 11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,-122.718274,44.39395862,Sweet Home Junior High School,Linn Benton Lincoln,Sweet Home SD 55,Linn,41009,State Senate District 9,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41017,State House District 17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,-122.382677,45.51525845,Sweetbriar Elementary School,Multnomah,Reynolds SD 7,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,-122.9740083,44.95054235,Swegle Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41021,State House District 21,1,8,8,8,8,8,5,8,7,5,7,9,7,5,5,8,8,8,8,8,8,8,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,,,
871,-122.8412084,42.43118294,Table Rock Elementary School,Southern OR,Eagle Point SD 9,Jackson,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41004,State House District 4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,-124.0176532,44.93488789,Taft Elementary School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41010,State House District 10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,-124.0176532,44.93488789,Taft Middle School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41010,State House District 10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,-123.1187986,44.62716253,Takena Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,-122.7909892,42.2412446,Talent Elementary School,Southern OR,Phoenix-Talent SD 4,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,-122.794304,42.24018401,Talent Middle School,Southern OR,Phoenix-Talent SD 4,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,-123.2117325,44.85537091,Talmadge Middle School,Willamette,Central SD 13J,Polk,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41020,State House District 20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,-123.1052198,44.53862248,Tangent Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,-122.820072,45.53318298,Terra Linda Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41033,State House District 33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,-121.1812498,44.35134746,Terrebonne Community School,High Desert,Redmond SD 2J,Deschutes,41030,State Senate District 30,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41059,State House District 59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,-123.31205,44.172381,Territorial Elementary School,Lane,Junction City SD 69,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41008,State House District 8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,-122.7900025,45.01294302,The Community Roots School,Willamette,Silver Falls SD 4J,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,-122.671598,45.49312247,The Cottonwood School of Civics and Science,Oregon Department of Education,The Cottonwood School of Civics and Science SD,Multnomah,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41036,State House District 36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,-121.1768098,45.59302248,The Dalles Middle School,Columbia Gorge,North Wasco County SD 21,Wasco,41030,State Senate District 30,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41059,State House District 59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,-122.619926,45.55553073,The Ivy School,Oregon Department of Education,The Ivy School SD,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41045,State House District 45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,-122.7892652,45.43069443,Thomas R Fowler Middle School,Northwest Regional,Tigard-Tualatin SD 23J,Washington,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41035,State House District 35,1,10,5,5,10,5,10,10,10,7,5,10,6,0,3,8,9,10,4,5,10,10,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,
887,-122.612077,45.36082255,Three Rivers Charter School,Clackamas,West Linn-Wilsonville SD 3J,Clackamas,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41037,State House District 37,1,10,7,8,9,8,10,10,10,9,6,9,8,7,7,10,9,10,9,9,9,8,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,,,
888,-121.434155,43.86711724,Three Rivers Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,-122.895195,44.05193745,Thurston Elementary School,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,-122.9163475,44.05302744,Thurston Middle School,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,-123.0419613,44.64787007,Timber Ridge School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,-122.890296,45.51200799,L C Tobias Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,9,7,8,9,9,10,4,8,8,4,6,7,4,7,10,9,9,9,8,8,7,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,,,
893,-123.9225655,44.61682237,Toledo Elementary School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41010,State House District 10,1,10,8,6,10,10,8,7,10,8,8,8,7,3,5,8,10,5,8,5,8,8,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,,,
894,-123.9225655,44.61682237,Toledo Jr. High,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41010,State House District 10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,-121.1809602,44.30535248,Tom McCall Elementary School,High Desert,Redmond SD 2J,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,-123.1231053,45.52002616,Tom McCall Upper Elementary School,Northwest Regional,Forest Grove SD 15,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,-123.3286612,42.98559253,Tri City Elementary School,Douglas,South Umpqua SD 19,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,-123.5457113,44.19589991,Triangle Lake Charter School,Lane,Blachly SD 90,Lane,41005,State Senate District 5,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41009,State House District 9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,-122.6821048,45.5622039,Trillium Charter School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41044,State House District 44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,-122.651314,45.37467499,Trillium Creek Primary School,Clackamas,West Linn-Wilsonville SD 3J,Clackamas,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41037,State House District 37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,-122.385779,45.53748499,Troutdale Elementary School,Multnomah,Reynolds SD 7,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,-117.4499639,45.94476066,Troy Elementary School,Region 18,Troy SD 54,Wallowa,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,-122.776362,45.37241502,Tualatin Elementary School,Northwest Regional,Tigard-Tualatin SD 23J,Washington,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41037,State House District 37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,-121.3327797,44.15167255,Tumalo Community School,High Desert,Redmond SD 2J,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,-122.9480618,44.84283938,Turner Elementary School,Willamette,Cascade SD 5,Marion,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41019,State House District 19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,-122.7761893,45.41403536,Twality Middle School,Northwest Regional,Tigard-Tualatin SD 23J,Washington,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41035,State House District 35,1,10,6,6,10,8,8,6,9,5,10,10,10,7,4,10,10,10,8,9,10,6,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,
908,-123.1745032,43.99328224,Twin Oaks Elementary School,Lane,Eugene SD 4J,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41008,State House District 8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,-123.0108034,44.05234234,Two Rivers Dos Rios Elementary,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,-118.9335396,45.13568281,Ukiah School,InterMountain,Ukiah SD 80R,Umatilla,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,-120.4994843,42.1133128,Union Elementary School,Lake,Lake County SD 7,Lake,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,-117.8663401,45.20706253,Union Elementary School,InterMountain,Union SD 5,Union,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,-117.2423704,43.97895253,Vale Elementary School,Malheur,Vale SD 84,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,1,7,0,4,9,8,7,8,10,9,6,5,4,5,3,7,8,8,9,8,8,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,
915,-117.2423704,43.97895253,Vale Middle School,Malheur,Vale SD 84,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,-122.9425482,45.00727861,Valley Inquiry Charter School,Willamette,Salem-Keizer SD 24J,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,1,10,8,10,10,10,10,7,10,10,8,10,8,8,8,8,10,10,8,8,8,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,
917,-122.8766164,42.33925132,The Valley School of Southern Oregon,Southern OR,Medford SD 549C,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41006,State House District 6,1,8,7,7,8,9,9,8,8,7,5,5,8,7,4,8,9,7,7,7,8,8,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,,,
918,-122.87241,45.13592725,Valor Middle School,Willamette,Woodburn SD 103,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,1,10,5,5,8,7,10,5,6,5,8,10,10,5,7,7,9,9,9,8,7,5,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,,,
919,-123.3515225,44.049897,Veneta Elementary School,Lane,Fern Ridge SD 28J,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41008,State House District 8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,-122.543956,45.521207,Ventura Park Elementary School,Multnomah,David Douglas SD 40,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41047,State House District 47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,-121.2029797,44.26193749,Vern Patrick Elementary School,High Desert,Redmond SD 2J,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,1,8,3,3,7,8,9,4,8,7,8,8,6,5,6,8,9,8,9,8,9,8,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,,
922,-122.487464,45.41526201,Verne A Duncan Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41051,State House District 51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,-122.6438439,45.56266545,Vernon School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41043,State House District 43,1,9,7,8,9,9,8,8,9,6,8,8,8,8,8,8,9,9,9,9,9,9,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,,,
924,-123.1790519,45.85947414,Vernonia Elementary School,Northwest Regional,Vernonia SD 47J,Columbia,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41031,State House District 31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,-123.1790519,45.85947414,Vernonia Middle School,Northwest Regional,Vernonia SD 47J,Columbia,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41031,State House District 31,1,10,8,7,8,7,8,8,10,8,5,8,8,8,4,10,8,8,8,8,5,7,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,,,
926,-122.5790875,45.52459199,Vestal Elementary School,Multnomah,Portland SD 1J,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41046,State House District 46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,-122.7555586,44.91616674,Victor Point Elementary School,Willamette,Silver Falls SD 4J,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41017,State House District 17,1,10,9,9,8,8,10,9,9,10,10,10,9,8,9,8,9,10,8,9,9,9,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,,,
928,-122.613222,45.41740401,View Acres Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41021,State Senate District 21,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41041,State House District 41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,-123.0970024,44.02722798,The Village School,Lane,Eugene SD 4J,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41008,State House District 8,1,10,8,8,10,9,10,10,10,9,9,10,9,8,9,10,8,6,9,9,9,10,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,,,
931,-122.793766,45.46929255,Vose Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,-122.956389,45.51204298,W L Henry Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,-122.9955804,45.52991752,W Verne McKinney Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,-117.5252637,42.91348796,W W Jones Elementary School,Malheur,Arock SD 81,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,-122.9988377,44.961887,Waldo Middle School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,-124.0652785,44.40575888,Waldport Middle School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41010,State House District 10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,-122.6881231,42.18833058,Walker Elementary School,Southern OR,Ashland SD 5,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,-123.0594318,44.94733921,Walker Middle School,Willamette,Salem-Keizer SD 24J,Polk,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41020,State House District 20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,-117.5329298,45.57029189,Wallowa Elementary School,Region 18,Wallowa SD 12,Wallowa,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,1,10,10,9,10,7,10,10,10,7,3,9,4,9,5,7,10,10,10,8,10,8,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,,,
