FID,X,Y,School_Nam,ESD,SD,County,senate_geoid,senate_district,ods_coordinator,ods_region,ods_contact,house_geoid,house_district,Participated,participation,ODS_Provider,Location,No 5th Grade,No 6th Grade,Number_Attending,Days,Days+Nights,Cost Per Student,Total Request,Fall 5th Grad,Fall 6th Grade,Percent 5th,Percent 6th
185,-123.02663,43.91687302,Creswell Middle School,Lane,Creswell SD 40,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41011,State House District 11,1,Yes,US,Grove Christian Camp,0,98,98,4,3-Apr,149.03,14604.94,0,112,#DIV/0!,87.5
186,-120.8341827,44.30120734,Crook County Middle School,High Desert,Crook County SD,Crook,41028,State Senate District 28,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41055,State House District 55,1,Yes,US,SUTTLE LAKE UNITED METHODIST CAMP & RETREAT CENTER,0,185,185,5,4-May,327.45,60578.25,0,208,#DIV/0!,88.94230769
187,-120.84032,44.30114749,Crooked River Elementary School,High Desert,Crook County SD,Crook,41028,State Senate District 28,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41055,State House District 55,,No,,,,,,,,,,105,0,,
188,-123.0636182,44.87452545,Crossler Middle School,Willamette,Salem-Keizer SD 24J,Marion,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41019,State House District 19,,No,,,,,,,,,,0,296,,
189,-121.2125297,44.52340253,Culver Elementary School,Jefferson,Culver SD 4,Jefferson,41030,State Senate District 30,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41059,State House District 59,,No,,,,,,,,,,55,0,,
190,-121.2121597,44.52241251,Culver Middle School,Jefferson,Culver SD 4,Jefferson,41030,State Senate District 30,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41059,State House District 59,1,Yes,Camp Tamarack,near Suttle Lake Oregon,0,51,51,3,2-Mar,180,9180,0,61,#DIV/0!,83.60655738
191,-123.03427,44.99049498,Cummings Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41013,State Senate District 13,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41025,State House District 25,,No,,,,,,,,,,75,0,,
192,-122.639738,45.52494252,da Vinci Arts Middle School,Multnomah,Portland SD 1J,Multnomah,41021,State Senate District 21,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41042,State House District 42,1,Yes,US,"Angelos/SR, Arrah Wanna, Canby Grove, Howard, Namanu",0,145,145,6,5-Jun,486.04,70475.8,0,151,#DIV/0!,96.02649007
193,-123.327131,44.91550755,Dallas Community Charter,Willamette,Dallas SD 2,Polk,41012,State Senate District 12,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41023,State House District 23,,No,,,,,,,,,,22,22,,
194,-120.3484226,42.1868918,Daly Middle School,Lake,Lake County SD 7,Lake,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,,No,,,,,,,,,,0,0,,
195,-123.1807167,44.07672438,Danebo Elementary School,Lane,Bethel SD 52,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41014,State House District 14,1,Yes,Unsure,Grove Christian Camp,58,0,58,3,2-Mar,188.86,10953.88,60,0,96.66666667,#DIV/0!
196,-122.4619992,45.52281624,Davis Elementary School,Multnomah,Reynolds SD 7,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,,No,,,,,,,,,,80,0,,
197,-123.1629676,42.96981955,Days Creek Charter School,Douglas,Days Creek SD,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,,No,,,,,,,,,,9,16,,
198,-123.0785456,45.2191344,Dayton Grade School,Willamette,Dayton SD 8,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41023,State House District 23,1,Yes,NWRESD,Cedar Ridge,71,0,71,3,2-Mar,167.47,11840.37,74,0,95.94594595,#DIV/0!
199,-123.083864,45.21619562,Dayton Jr High School,Willamette,Dayton SD 8,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41023,State House District 23,,No,,,,,,,,,,0,72,,
200,-119.5378452,44.46694409,Dayville School,Grant,Dayville SD 16J,Grant,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,,No,,,,,,,,,,1,3,,
201,-122.4137435,45.42063456,Deep Creek-Damascus K-8 School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41051,State House District 51,1,Yes,US,"Arrah Wanna, Canby Grove",0,40,40,3,2-Mar,250.75,10030,52,47,0,85.10638298
202,-122.8120296,45.40257818,Deer Creek Elementary School,Northwest Regional,Tigard-Tualatin SD 23J,Washington,41013,State Senate District 13,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41026,State House District 26,,No,,,,,,,,,,97,0,,
203,-121.3025938,44.08380982,Desert Sky Montessori,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,,No,,,,,,,,,,0,0,,
204,-119.3057906,45.83012976,Desert View Elementary School,InterMountain,Hermiston SD 8,Umatilla,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41057,State House District 57,,No,,,,,,,,,,108,0,,
205,-122.4177447,45.49396246,Dexter McCarty Middle School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41050,State House District 50,1,Yes,US,"Angelos/SR, Arrah Wanna, Canby Grove, Howard, Namanu",0,141,141,3,2-Mar,228.31,32191.71,0,173,#DIV/0!,81.50289017
206,-118.6793896,43.0085436,Diamond Elementary School,Harney,Diamond SD 7,Harney,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,,No,,,,,,,,,,1,0,,
207,-123.1270614,45.49057366,Dilley Elementary School,Northwest Regional,Forest Grove SD 15,Washington,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,,No,,,,,,,,,,0,0,,
208,-122.8798557,43.7377626,Dorena School,Lane,South Lane SD 45J3,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,1,Yes,US,Grove Camp,10,0,10,3,2-Mar,351.53,3515.3,11,6,90.90909091,0
209,-119.279485,43.33601248,Double O Elementary School,Harney,Double O SD 28,Harney,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,,No,,,,,,,,,,0,0,,
210,-122.975046,44.03627901,Douglas Gardens Elementary School,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,,No,,,,,,,,,,65,0,,
211,-118.377747,43.8054836,Drewsey Elementary School,Harney,Drewsey SD 13,Harney,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,,No,,,,,,,,,,0,0,,
212,-124.4973427,42.74816929,Driftwood Elementary School,South Coast,Port Orford-Langlois SD 2CJ,Curry,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,,No,,,,,,,,,,21,18,,
213,-121.1730998,45.58731252,Dry Hollow Elementary School,Columbia Gorge,North Wasco County SD 21,Wasco,41030,State Senate District 30,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41059,State House District 59,,No,,,,,,,,,,87,0,,
214,-121.1247503,45.45491746,Dufur School,Columbia Gorge,Dufur SD 29,Wasco,41029,State Senate District 29,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41057,State House District 57,,No,,,,,,,,,,26,21,,
215,-123.0103188,45.27997633,Dundee Elementary School,Willamette,Newberg SD 29J,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41024,State House District 24,1,Yes,Twin Rocks Friends Camp,Twin Rocks Freinds Camp,51,0,51,3,2-Mar,269.58,13748.58,56,0,91.07142857,#DIV/0!
216,-122.6291332,45.46837738,Duniway Elementary School,Multnomah,Portland SD 1J,Multnomah,41021,State Senate District 21,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41041,State House District 41,,No,,,,,,,,,,75,0,,
217,-123.2087872,45.21209648,Duniway Middle School,Willamette,McMinnville SD 40,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41024,State House District 24,,No,,,,,,,,,,0,245,,
218,-122.76024,45.402259,Durham Elementary School,Northwest Regional,Tigard-Tualatin SD 23J,Washington,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41035,State House District 35,,No,,,,,,,,,,88,0,,
219,-123.022191,44.964943,EAGLE Charter School,Oregon Department of Education,EAGLE Charter School SD,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,,No,,,,,,,,,,24,0,,
220,-122.793505,42.48404702,Eagle Point Middle School,Southern OR,Eagle Point SD 9,Jackson,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41004,State House District 4,,No,,,,,,,,,,0,156,,
221,-122.7998689,42.48450924,Eagle Rock Elementary School,Southern OR,Eagle Point SD 9,Jackson,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41004,State House District 4,1,Yes,Siskiyou Field Institute ,"1241 Illinois River Rd, Selma",42,0,42,3,2-Mar,116.26,4882.92,55,0,76.36363636,#DIV/0!
222,-122.552011,45.49410999,Earl Boyles Elementary,Multnomah,David Douglas SD 40,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41046,State House District 46,,No,,,,,,,,,,83,0,,
223,-123.82082,45.45435747,East Elementary School,Northwest Regional,Tillamook SD 9,Tillamook,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,1,Yes,Glen's Gizmos,Camp Meriwether,0,174,174,5,4-May,210.99,36712.26,165,180,0,96.66666667
224,-122.42099,45.49313898,East Gresham Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41050,State House District 50,,No,,,,,,,,,,83,0,,
225,-122.355216,45.46873801,East Orient Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,,No,,,,,,,,,,83,0,,
226,-123.3097451,43.39315725,East Sutherlin Primary School,Douglas,Sutherlin SD 130,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,,No,,,,,,,,,,0,0,,
227,-123.3199912,43.20715745,Eastwood Elementary School,Douglas,Douglas County SD 4,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,,No,,,,,,,,,,78,0,,
228,-122.9606108,45.52337963,Eastwood Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,1,Yes,NWRESD ,Magruder Science School ,0,72,72,3,2-Mar,198.0444444,14259.2,61,71,0,101.4084507
230,-119.18961,45.74037248,Echo School,InterMountain,Echo SD 5,Umatilla,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,1,Yes,"""US""",Tupper,0,25,25,5,4-May,158.35,3958.75,24,25,0,100
231,-123.062197,45.51136749,Echo Shaw Elementary School,Northwest Regional,Forest Grove SD 15,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,1,Yes,NWESD,Cedar Ridge and Trickle Creek,0,51,51,3,2-Mar,211.78526,10801.05,52,56,0,91.07142857
232,-123.776463,44.63399802,Eddyville Charter School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Priscilla Johnson,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/priscilla-johnson,41010,State House District 10,1,Yes,OMSI,South Beach State Park,14,18,32,3,2-Mar,98.593125,3154.98,15,18,93.33333333,100
233,-123.0847971,44.00434371,Edgewood Community Elementary School,Lane,Eugene SD 4J,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41008,State House District 8,1,Yes,Northwest Outdoor Science School,Camp Westwind,74,0,74,4,3-Apr,269,19906,79,0,93.67088608,#DIV/0!
234,-123.072369,44.03560251,Edison Elementary School,Lane,Eugene SD 4J,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41011,State House District 11,,No,,,,,,,,,,70,0,,
235,-122.7701389,45.36292038,Edward Byrom Elementary School,Northwest Regional,Tigard-Tualatin SD 23J,Washington,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41037,State House District 37,,No,,,,,,,,,,90,0,,
236,-122.9716005,45.29382751,Edwards Elementary School,Willamette,Newberg SD 29J,Yamhill,41013,State Senate District 13,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41025,State House District 25,1,Yes,0,"Camp Gray, Newport",92,0,92,3,2-Mar,130.22,11980.24,72,0,127.7777778,#DIV/0!
237,-122.8650725,45.36402,Edy Ridge Elementary School,Northwest Regional,Sherwood SD 88J,Washington,41013,State Senate District 13,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41026,State House District 26,,No,,,,,,,,,,113,0,,
238,-122.633997,45.44170101,El Puente,Clackamas,North Clackamas SD 12,Clackamas,41021,State Senate District 21,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41041,State House District 41,,No,,,,,,,,,,29,0,,
239,-123.0065077,44.06976958,Elizabeth Page Elementary School,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,,No,,,,,,,,,,73,0,,
240,-121.3461734,44.0135848,Elk Meadow Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,1,Yes,Camp Tamarack,Camp Tamarack,92,0,92,3,2-Mar,184.42,16966.64,100,0,92,#DIV/0!
241,-123.5788222,43.64220396,Elkton Charter School,Douglas,Elkton SD 34,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,1,Yes,OMSI,CAMP HANCOCK,0,19,19,4,3-Apr,283.97,5395.43,22,19,0,100
242,-123.3536437,44.07195134,Elmira Elementary School,Lane,Fern Ridge SD 28J,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41008,State House District 8,1,Yes,US,Sky Camp,62,0,62,4,3-Apr,138.6912712,8598.858814,61,0,101.6393443,#DIV/0!
243,-122.8512191,45.5164825,Elmonica Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41034,State House District 34,,No,,,,,,,,,,85,0,,
244,-121.1796471,44.30529431,Elton Gregory Middle School,High Desert,Redmond SD 2J,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,,No,,,,,,,,,,0,220,,
245,-122.6791705,45.52394969,Emerson School,Multnomah,Portland SD 1J,Multnomah,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41033,State House District 33,,No,,,,,,,,,,22,0,,
246,-123.0112125,44.94566358,Englewood Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41021,State House District 21,,No,,,,,,,,,,77,0,,
247,-121.2759666,44.07131858,Ensworth Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,1,Yes,Camp Tamarack,Camp Tamarack,31,0,31,3,2-Mar,184.2,5710.2,35,0,88.57142857,#DIV/0!
248,-117.2724609,45.42432239,Enterprise Elementary School,Region 18,Enterprise SD 21,Wallowa,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,1,Yes,Wallowa Resources,Wallowa Lake State Park,26,27,53,4,Apr-00,135.7793585,7196.306,31,32,83.87096774,84.375
249,-123.3196298,45.06505998,Eola Hills Charter School,Willamette,Amity SD 4J,Yamhill,41012,State Senate District 12,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41023,State House District 23,,No,,,,,,,,,,0,2,,
250,-122.8632421,45.46705086,Errol Hassell Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41028,State House District 28,,No,,,,,,,,,,84,0,,
251,-122.3337927,45.29362358,Estacada Middle School,Clackamas,Estacada SD 108,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,1,Yes,Northwest Regional ESD,Magruder,0,131,131,4,3-Apr,258.5,33863.5,0,138,#DIV/0!,94.92753623
252,-122.809793,44.98028201,Evergreen Elementary School,Willamette,Silver Falls SD 4J,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,,No,,,,,,,,,,8,11,,
253,-123.652962,42.16942755,Evergreen Elementary School,Southern OR,Three Rivers/Josephine County SD,Josephine,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41003,State House District 3,,No,,,,,,,,,,0,0,,
254,-123.0573279,45.33007304,Ewing Young Elementary School,Willamette,Newberg SD 29J,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41024,State House District 24,1,Yes,Newberg School District,"Ewing Young Park, Newberg",58,0,58,3,2-Mar,197.4,11449.2,40,0,145,#DIV/0!
255,-122.9619702,44.91857457,Mary Eyre Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41019,State House District 19,1,Yes,US,"Trickle Creek, NWRESD",67,0,67,3,2-Mar,192.58,12902.86,85,0,78.82352941,#DIV/0!
256,-123.1499625,44.07016122,Fairfield Elementary School,Lane,Bethel SD 52,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41014,State House District 14,,No,,,,,,,,,,52,0,,
257,-122.4363163,45.53920425,Fairview Elementary School,Multnomah,Reynolds SD 7,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,,No,,,,,,,,,,64,0,,
258,-123.4320899,44.86789423,Falls City Elementary School,Willamette,Falls City SD 57,Polk,41005,State Senate District 5,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41010,State House District 10,1,Yes,NWRESD,Camp McGruder,0,16,16,4,3-Apr,308.42,4934.72,19,13,0,123.0769231
259,-123.115773,44.03561521,Family School,Lane,Eugene SD 4J,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41008,State House District 8,,No,,,,,,,,,,24,0,,
260,-122.9919987,45.4596674,Farmington View Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41012,State Senate District 12,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41024,State House District 24,1,Yes,NWRESD ,Magruder Science School ,0,37,37,3,2-Mar,199.8756757,7395.4,47,38,0,97.36842105
261,-122.6351996,45.57187163,Faubion Elementary School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41043,State House District 43,1,Yes,US,"Canby Grove, Namanu",0,61,61,6,5-Jun,416.04,25378.44,70,64,0,95.3125
262,-123.4007602,45.09268254,Faulconer-Chapman School,Willamette,Sheridan SD 48J,Yamhill,41005,State Senate District 5,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41010,State House District 10,1,Yes,Multnomah ESD,Sandy Oregon ,0,47,47,3,Mar-00,271.6134043,12765.83,48,55,0,85.45454545
263,-121.7226626,42.20001273,Ferguson Elementary School,Southern OR,Klamath County SD,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,1,Yes,NRESD,Camp Westwind:Northwest Outdoor Science School,0,52,52,4,3-Apr,280.9584615,15908.84,60,61,0,85.24590164
264,-123.07468,45.51399748,Fern Hill Elementary School,Northwest Regional,Forest Grove SD 15,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,,No,,,,,,,,,,0,0,,
265,-123.3544933,44.06903339,Fern Ridge Middle School,Lane,Fern Ridge SD 28J,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41008,State House District 8,,No,,,,,,,,,,0,125,,
266,-118.4013963,45.98041299,Ferndale Elementary School,InterMountain,Milton-Freewater Unified SD 7,Umatilla,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41057,State House District 57,1,Yes,US,Buck Creek,134,0,134,3,2-Mar,126.29,16922.86,139,0,96.4028777,#DIV/0!
267,-118.6737033,42.26272552,Fields Elementary School,Harney,South Harney SD 33,Harney,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,,No,,,,,,,,,,3,1,,
268,-122.8106733,45.5500819,Findley Elementary,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41033,State House District 33,,No,,,,,,,,,,150,0,,
269,-122.8190325,45.473785,Fir Grove Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,,No,,,,,,,,,,80,0,,
270,-123.3649479,43.21407692,Fir Grove Elementary School,Douglas,Douglas County SD 4,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,,No,,,,,,,,,,58,0,,
271,-123.14515,44.68954556,Fir Grove Primary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,,No,,,,,,,,,,0,0,,
272,-122.22175,45.37372499,Firwood Elementary School,Clackamas,Oregon Trail SD 46,Clackamas,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,,No,,,,,,,,,,83,0,,
273,-122.8546843,45.53035979,Five Oaks Middle School,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41034,State House District 34,1,Yes,NWRESD,Cedar Ridge,0,264,264,3,2-Mar,238.98,63090.72,0,351,#DIV/0!,75.21367521
274,-123.374261,42.50683901,Fleming Middle School,Southern OR,Three Rivers/Josephine County SD,Josephine,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,1,Yes,Pacifica Gardens," Williams, OR  97544",0,91,91,3,2-Mar,342.1485714,31135.52,0,158,#DIV/0!,57.59493671
275,-122.551731,45.51741101,Floyd Light Middle School,Multnomah,David Douglas SD 40,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41047,State House District 47,1,Yes,US,"Angelos/SR, Arrah Wanna, Canby Grove, Howard, Namanu",0,235,235,3,2-Mar,211.77,49765.95,0,284,#DIV/0!,82.74647887
276,-123.1133807,45.51963661,Forest Grove Community School,Northwest Regional,Forest Grove SD 15,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,1,Yes,NWESD,Magruder,0,26,26,4,3-Apr,219,5694,27,27,0,96.2962963
277,-122.6762314,45.42561123,Forest Hills Elementary School,Clackamas,Lake Oswego SD 7J,Clackamas,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41038,State House District 38,,No,,,,,,,,,,80,0,,
278,-122.777357,45.542591,Forest Park Elementary School,Multnomah,Portland SD 1J,Multnomah,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41033,State House District 33,,No,,,,,,,,,,73,0,,
279,-123.0189775,45.03381798,Forest Ridge Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41013,State Senate District 13,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41025,State House District 25,1,Yes,US,Camp Tadmor,51,0,51,3,2-Mar,102.34,5219.34,38,0,134.2105263,#DIV/0!
280,-120.2135845,45.00119729,Fossil Charter School,North Central,Fossil SD 21J,Wheeler,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41059,State House District 59,,No,,,,,,,,,,65,64,,
281,-122.6697001,44.41010246,Foster Elementary School,Linn Benton Lincoln,Sweet Home SD 55,Linn,41009,State Senate District 9,Priscilla Johnson,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/priscilla-johnson,41017,State House District 17,1,Yes,0,Camp tadmor,42,53,95,4,3-Apr,138.362129,13144.40226,44,55,95.45454545,96.36363636
282,-122.9781048,44.92257475,Four Corners Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41021,State House District 21,,No,,,,,,,,,,80,0,,
