FID,X,Y,School_Nam,ESD,SD,County,senate_geoid,senate_district,ods_coordinator,ods_region,ods_contact,house_geoid,house_district,Participated,ODS_Provider,Location,No_5th_Grade,No_6th_Grade,Number_Attending,Days,Days+Nights,Cost_Per_Student,Total_Request,Fall_5th_Grade,Fall_6th_Grade,Percent_5th,Percent_6th
666,-122.872535,45.75095596,Otto Petersen Elementary School,Northwest Regional,Scappoose SD 1J,Columbia,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41031,State House District 31,2,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,,0,0,0,0,Canceled,0,17398,175,162,0,0
667,-121.3667411,44.05477243,Pacific Crest Middle School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,0,,,,,,,,,,,,,
668,-120.5432728,42.6937233,Paisley Charter School,Lake,Paisley SD 11,Lake,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,0,,,,,,,,,,,,,
669,-121.59361,45.52153754,Parkdale Elementary School,Columbia Gorge,Hood River County SD,Hood River,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,0,,,,,,,,,,,,,
670,-122.500418,45.51533799,Parklane Elementary School,Multnomah,Centennial SD 28J,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41047,State House District 47,2,Multnomah Education Service District (MESD),,0,0,0,0,Canceled,0,16016,55,58,0,0
671,-122.540386,45.55011099,Parkrose Middle School,Multnomah,Parkrose SD 3,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41045,State House District 45,2,Multnomah Education Service District (MESD),,0,0,0,0,Canceled,0,73216,0,237,,0
672,-123.3495826,42.43280731,Parkside Elementary,Southern OR,Grants Pass SD 7,Josephine,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41003,State House District 3,0,,,,,,,,,,,,,
673,-123.0239914,44.94546694,Parrish Middle School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41021,State House District 21,0,,,,,,,,,,,,,
674,-123.0628636,42.43348335,Patrick Elementary School,Southern OR,Central Point SD 6,Jackson,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41004,State House District 4,2,Oregon Museum of Science and Industry (OMSI),,0,0,0,0,Canceled,0,9408,51,0,0,
675,-122.4885624,45.5117088,Patrick Lynch Elementary,Multnomah,Centennial SD 28J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41050,State House District 50,2,Multnomah Education Service District (MESD),,0,0,0,0,Canceled,0,20592,87,69,0,0
676,-123.1859398,45.22195751,Patton Middle School,Willamette,McMinnville SD 40,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41024,State House District 24,0,,,,,,,,,,,,,
677,-122.9925294,45.54526688,Paul L Patterson Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,2,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,,0,0,0,0,Canceled,0,7732.8,70,71,0,0
678,-119.9672156,44.13223449,Paulina Elementary School,High Desert,Crook County SD,Crook,41028,State Senate District 28,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41055,State House District 55,2,None (school or applying district is provider or school or applying district coordinated multiple providers),,0,0,0,0,Canceled,0,0,1,1,0,0
679,-121.8041103,42.24917746,Pelican Elementary School,Southern OR,Klamath Falls City Schools,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,1,Shady Creek Outdoor School,Shady Creek Outdoor School,39,0,39,4,4-3,466.11,18178.29,41,0,95.12195122,
680,-122.6999374,45.58189898,Peninsula Elementary School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41044,State House District 44,0,,,,,,,,,,,,,
681,-123.0781998,44.62160252,Periwinkle Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,
682,-123.2567196,45.04181345,Perrydale School,Willamette,Perrydale SD 21,Polk,41012,State Senate District 12,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41023,State House District 23,2,None (school or applying district is provider or school or applying district coordinated multiple providers),,0,0,0,0,Canceled,0,113.61,23,25,0,0
683,-121.7289623,42.19034016,Peterson Elementary School,Southern OR,Klamath County SD,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,2,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,,0,0,0,0,Canceled,0,15850.8,94,92,0,0
684,-122.6869019,45.25459031,Philander Lee Elementary School,Clackamas,Canby SD 86,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,2,Oregon Museum of Science and Industry (OMSI),,0,0,0,0,Canceled,0,14928.68,43,78,0,0
685,-123.3633934,44.53822212,Philomath Elementary School,Linn Benton Lincoln,Philomath SD 17J,Benton,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41016,State House District 16,0,,,,,,,,,,,,,
686,-123.356196,44.53491202,Philomath Middle School,Linn Benton Lincoln,Philomath SD 17J,Benton,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41016,State House District 16,2,Western Oregon Outdoor School,,0,0,0,0,Canceled,0,25769.54,0,124,,0
687,-123.3105099,43.21295249,Phoenix Charter School,Douglas,Douglas County SD 4,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,0,,,,,,,,,,,,,
688,-122.820058,42.27283098,Phoenix Elementary School,Southern OR,Phoenix-Talent SD 4,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,2,Pacifica: A Garden in the Siskiyous,,0,0,0,0,Canceled,0,2567,70,0,0,
689,-121.28519,44.06564254,Pilot Butte Middle School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,0,,,,,,,,,,,,,
690,-118.8334493,45.47981352,Pilot Rock Elementary School,InterMountain,Pilot Rock SD 2,Umatilla,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,0,,,,,,,,,,,,,
691,-118.5874172,43.84549266,Pine Creek Elementary School,Harney,Pine Creek SD 5,Harney,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,
692,-117.1144744,44.8825068,Pine Eagle Charter School,InterMountain,Pine Eagle SD 61,Baker,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Seal Rock Retreat,13,0,13,4,4-3,380,4940,14,16,92.85714286,0
693,-121.3318803,44.02278754,Pine Ridge Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,1,Camp Tamarack,Camp Tamarack,67,0,67,3,3-2,205.51,13769.17,68,0,98.52941176,
694,-122.399759,42.10970598,Pinehurst Elementary School,Southern OR,Pinehurst SD 94,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,0,,,,,,,,,,,,,
695,-116.9388698,44.11860254,Pioneer Elementary School,Malheur,Ontario SD 8C,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,
696,-122.9128506,44.54942957,Pioneer School,Linn Benton Lincoln,Lebanon Community SD 9,Linn,41009,State Senate District 9,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41017,State House District 17,1,Western Oregon Outdoor School,Camp Tadmor,0,46,46,5,5-4,371.94,17109.24,52,41,0,112.195122
697,-122.915042,43.95892599,Pleasant Hill Elementary School,Lane,Pleasant Hill SD 1,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,0,,,,,,,,,,,,,
698,-122.915042,43.95892599,Pleasant Hill High School,Lane,Pleasant Hill SD 1,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Grove Camp Outdoor School ,0,74,74,4,4-3,368.87,27296.38,0,76,,97.36842105
699,-122.4809622,45.46414527,Pleasant Valley Elementary School,Multnomah,Centennial SD 28J,Multnomah,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41051,State House District 51,2,Multnomah Education Service District (MESD),,0,0,0,0,Canceled,0,20592,54,70,0,0
700,-119.9027464,42.41251736,Plush Elementary School,Lake,Plush SD 18,Lake,41030,State Senate District 30,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41060,State House District 60,0,,,,,,,,,,,,,
701,-121.2737608,44.08286759,Ponderosa Elementary,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,2,Camp Tamarack,,0,0,0,0,Canceled,0,10647,91,0,0,
702,-121.7602595,42.22842252,Ponderosa Middle School,Southern OR,Klamath Falls City Schools,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,0,,,,,,,,,,,,,
703,-122.586071,45.51697498,Portland Arthur Academy Charter School,Multnomah,Portland SD 1J,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41046,State House District 46,0,,,,,,,,,,,,,
704,-122.691698,45.57862899,Portland Village School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41044,State House District 44,2,Multnomah Education Service District (MESD),,0,0,0,0,Canceled,0,14300,47,49,0,0
705,-121.01717,44.24759249,Powell Butte Community Charter School,High Desert,Crook County SD,Crook,41028,State Senate District 28,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41055,State House District 55,2,None (school or applying district is provider or school or applying district coordinated multiple providers),,0,0,0,0,Canceled,0,0,29,21,0,0
706,-122.383864,45.49109799,Powell Valley Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41050,State House District 50,0,,,,,,,,,,,,,
707,-124.0705398,42.8804351,Powers Elementary School,South Coast,Powers SD 31,Coos,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,0,,,,,,,,,,,,,
708,-118.7086231,44.45623845,Prairie City School,Grant,Prairie City SD 4,Grant,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,1,Oregon Museum of Science and Industry (OMSI),South Beach State Park,11,12,23,4,4-3,539,12397,14,10,78.57142857,120
709,-123.1898809,44.0701577,Prairie Mountain School,Lane,Bethel SD 52,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41014,State House District 14,2,Grove Camp Outdoor School ,,0,0,0,0,Canceled,0,6169,82,90,0,0
710,-122.8775578,44.95829888,Pratum Elementary School,Willamette,Silver Falls SD 4J,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,0,,,,,,,,,,,,,
711,-122.55506,45.55473101,Prescott Elementary School,Multnomah,Parkrose SD 3,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41045,State House District 45,0,,,,,,,,,,,,,
712,-123.0153216,44.87581446,Pringle Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41019,State House District 19,2,Canyonview Camp,,0,0,0,0,Canceled,0,11968,102,0,0,
713,-122.4887223,42.75338917,Prospect Charter School,Southern OR,Prospect SD 59,Jackson,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,2,Oregon Museum of Science and Industry (OMSI),,0,0,0,0,Canceled,0,2205,17,22,0,0
714,-122.9088506,45.53225582,Quatama Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,2,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,,0,0,0,0,Canceled,0,7518,80,64,0,0
715,-122.9021288,45.50900669,R A Brown Middle School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,0,,,,,,,,,,,,,
716,-121.29662,44.01894754,R E Jewell Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,2,Camp Tamarack,,0,0,0,0,Canceled,0,10530,93,0,0,
717,-122.7578543,45.48203451,Raleigh Hills K-8 School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Westwind,0,59,59,4,4-0,295.69,17445.71,71,62,0,95.16129032
718,-122.75541,45.49345301,Raleigh Park Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,0,,,,,,,,,,,,,
719,-121.3121264,44.09408007,REALMS (Rimrock Expeditionary Alternative Learning Middle School),High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,0,,,,,,,,,,,,,
720,-122.4919987,45.34622786,Redland Elementary School,Clackamas,Oregon City SD 62,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,0,,,,,,,,,,,,,
721,-121.1919002,44.27648747,Redmond Early Learning Center at Hugh Hartman,High Desert,Redmond SD 2J,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,0,,,,,,,,,,,,,
